collection_id,instance_index,machine_id,start_time,end_time,max_cpus,max_memory,value
299950279278,20035,1538984980,711000000,844000000,0.00492095947265625,0.0009822845458984375,40
299950234030,1473,3459764732,609000000,619000000,0.0007944107055664062,0.0009250640869140625,21
299950282965,12737,1885386235,637000000,864000000,0.0044097900390625,0.0011463165283203125,54
299950282965,12368,3459777353,631000000,864000000,0.00604248046875,0.0011444091796875,98
299950279278,20019,10467018530,710000000,843000000,0.00563812255859375,0.0009298324584960938,93
299950282965,10858,1888371946,857000000,863000000,0.0006799697875976562,0.0006237030029296875,61
299950235998,12865,300551724455,808000000,812000000,0.000270843505859375,0.00016021728515625,38
299950235998,14333,300551835763,807000000,814000000,0.0005016326904296875,0.0006704330444335938,30
299950235998,13456,10368984016,808000000,814000000,0.0004558563232421875,0.000667572021484375,65
300628163924,239,1887842507,626000000,629000000,0.00015544891357421875,2.288818359375e-05,46
300502476404,326,842068601,738000000,745000000,0.00072479248046875,0.0007143020629882812,27
300502430162,105,157214644671,837000000,843000000,0.0008687973022460938,0.0007619857788085938,15
300502493584,296,1511765793,607000000,612000000,0.0008716583251953125,0.00064849853515625,46
300502476404,353,178234903873,738000000,744000000,0.0008182525634765625,0.0007152557373046875,64
300628651861,165,148006317388,723000000,757000000,0.005828857421875,0.0008668899536132812,1
300628163924,330,178294817221,628000000,631000000,0.0001354217529296875,1.71661376953125e-05,23
299950285958,6596,38,819000000,824000000,0.0002727508544921875,0.00015735626220703125,5
299950234030,671,157006930501,609000000,615000000,0.0006227493286132812,0.0009088516235351562,76
299950234030,1069,2103911284,608000000,614000000,0.000705718994140625,0.00063323974609375,77
299950286706,3010,4091931469,889000000,894000000,0.00481414794921875,0.0007305145263671875,51
298871637511,467,10503633106,648000000,678000000,0.0083160400390625,0.00087738037109375,7
299950235998,14023,461409832,806000000,813000000,0.0002841949462890625,0.0006551742553710938,86
299950233117,558,129878262379,858000000,864000000,0.0011272430419921875,0.0005474090576171875,37
299950236330,733,10624316673,719000000,726000000,0.0004863739013671875,0.0006656646728515625,29
299950235998,14070,10060025014,808000000,814000000,0.0004138946533203125,0.0006570816040039062,87
299950235998,12264,1184516221,807000000,814000000,0.000396728515625,0.00016498565673828125,20
299950282965,10973,10503284527,857000000,864000000,0.0003108978271484375,0.00067901611328125,9
299950283520,529,10060026224,601000000,605000000,0.0004138946533203125,2.956390380859375e-05,16
299950235998,14285,804662835,807000000,813000000,0.0005168914794921875,0.0006170272827148438,28
299950288763,4350,3120055451,830000000,838000000,0.0012645721435546875,0.0007982254028320312,67
299950283218,649,176136843101,695000000,702000000,0.0006465911865234375,0.0008544921875,3
299950286317,24,10625331528,797000000,802000000,0.002593994140625,0.00408935546875,95
299950282965,11645,149052456851,857000000,863000000,0.000457763671875,0.0006542205810546875,21
299950283218,492,275097495966,697000000,705000000,0.001506805419921875,0.0001697540283203125,58
299950285958,6172,123239445021,818000000,824000000,0.0002765655517578125,0.0006570816040039062,26
300502421518,55,176153116859,619000000,626000000,0.001369476318359375,0.0007305145263671875,43
299950233117,1330,1885880711,608000000,614000000,0.0005092620849609375,0.00046253204345703125,69
300502432019,15,10503151202,664000000,671000000,0.0005788803100585938,8.7738037109375e-05,31
299950234030,1998,1183793661,607000000,612000000,0.00039196014404296875,0.0006589889526367188,91
300502479271,59,208,642000000,651000000,0.00745391845703125,0.0014858245849609375,72
299950235998,14522,731140381,807000000,814000000,0.00043201446533203125,0.0006570816040039062,37
299950283218,684,122996299532,694000000,701000000,0.002166748046875,0.0007867813110351562,1
299950235998,13808,3464837993,807000000,814000000,0.0007848739624023438,0.00063323974609375,79
299950280019,15,10623306675,876000000,883000000,0.000820159912109375,0.0010700225830078125,17
299950288763,4122,206701882250,827000000,835000000,0.0013675689697265625,0.0008840560913085938,90
