collection_id,instance_index,machine_id,start_time,end_time,max_cpus,max_memory
330587259428,236,53771542298,1201000000,1503000000,0.0989990234375,0.019561767578125
358887942275,447,1377139847,1201000000,1800000000,0.03533935546875,0.0013198852539062
374911141136,752,250621558169,1201000000,1492000000,0.0046920776367187,0.000518798828125
330587135936,212,92159871012,1201000000,1203000000,2.86102294921875e-06,0.000309944152832
374675861423,398,88409069898,1201000000,1800000000,0.0029182434082031,0.0013427734375
359852128644,271,24273428028,1201000000,1204000000,2.288818359375e-05,9.5367431640625e-07
374911141136,948,151931048,1201000000,1202000000,0.0,8.58306884765625e-06
330587217906,0,22620985,1201000000,1205000000,0.0003490447998046,9.5367431640625e-07
330587155467,472,24273428028,1201000000,1800000000,0.0772705078125,0.0119171142578125
350887214434,1,86197574044,1201000000,1292000000,0.04522705078125,0.0032539367675781
330587267055,105,53772267846,1201000000,1204000000,1.9073486328125e-06,9.5367431640625e-07
330587110827,67,24273428028,1201000000,1800000000,0.086669921875,0.021148681640625
358146539252,560,102892828004,1201000000,1800000000,0.05450439453125,0.0108795166015625
88637224915,91,1129392908,1201000000,1203000000,0.0,2.193450927734375e-05
330587267055,85,256446524505,1201000000,1214000000,0.0007133483886718,0.000650405883789
358200954744,1,104792603923,1201000000,1204000000,0.0,9.5367431640625e-07
330587267055,223,93509986219,1201000000,1216000000,0.0025520324707031,0.0009098052978515
360222468477,2,70338805825,1201000000,1800000000,0.006988525390625,0.0003728866577148
245892529551,15,1579963651,1201000000,1228000000,0.025238037109375,0.052734375
375007009276,0,92054298367,1201000000,1262000000,0.0430908203125,0.0016040802001953
374471491589,103,35872595645,1201000000,1203000000,0.0,0.0004482269287109
374911141136,1015,24274426011,1201000000,1280000000,0.0011577606201171,0.0005035400390625
374911141136,379,2808166856,1201000000,1208000000,0.0003957748413085,1.049041748046875e-05
374780813300,1302,24272876719,1201000000,1800000000,0.1109619140625,0.0144500732421875
319945203635,1857,80225754083,1201000000,1206000000,0.0005655288696289,0.0001049041748046
374471491589,343,24275825161,1201000000,1204000000,0.0,0.0004510879516601
359852128644,674,21394550,1201000000,1206000000,0.0002202987670898,9.5367431640625e-07
358200954773,1,32971570779,1201000000,1205000000,0.0002193450927734,0.0010623931884765
374909856633,501,92037160696,1201000000,1202000000,0.0,0.0004959106445312
374471438640,381,374585344489,1201000000,1280000000,0.0013637542724609,0.0005970001220703
330587259428,659,23749050987,1201000000,1204000000,0.0002155303955078,0.0
330587207427,270,92152625154,1201000000,1206000000,0.0001821517944335,9.5367431640625e-07
330587120885,659,36932631,1201000000,1800000000,0.0899658203125,0.016754150390625
330587120885,681,23865637971,1201000000,1800000000,0.0797119140625,0.019805908203125
330587204926,526,86167669272,1201000000,1507000000,0.0887451171875,0.0234375
330587220407,344,55052448740,1201000000,1506000000,0.12890625,0.019989013671875
375004997720,0,92122737687,1201000000,1210000000,0.0027732849121093,0.0016059875488281
375004997715,0,1579707650,1201000000,1211000000,0.0016498565673828,0.0014629364013671
330587233025,682,92152625154,1201000000,1206000000,0.0002021789550781,6.866455078125e-05
330587138493,266,53772490175,1201000000,1800000000,0.136474609375,0.02301025390625
373032975479,0,102894397939,1201000000,1800000000,0.008941650390625,0.00201416015625
330587230524,148,53819601013,1201000000,1500000000,0.207275390625,0.02471923828125
330587204926,212,92159871012,1201000000,1202000000,0.0,9.5367431640625e-07
374998574688,117,74472327133,1201000000,1800000000,0.0045852661132812,0.0010108947753906
374780803880,1576,23621045824,1201000000,1634000000,0.0113525390625,0.0022544860839843
374675879196,6098,20736735,1201000000,1800000000,0.007781982421875,0.0011806488037109
374780803880,215,24273051131,1201000000,1215000000,0.0767822265625,0.0145721435546875
330587213089,264,93519100436,1201000000,1213000000,0.0006179809570312,0.0006685256958007
374676027572,2273,71846591561,1201000000,1800000000,0.0051803588867187,0.0027389526367187
374780793772,1817,24272889102,1201000000,1800000000,0.0955810546875,0.0132904052734375
372382526837,305,20736662,1201000000,1217000000,0.0032920837402343,0.000828742980957
372382526837,514,72046213533,1201000000,1208000000,0.0002641677856445,9.5367431640625e-07
375002864311,75,74472327133,1201000000,1800000000,0.0045928955078125,0.0009450912475585
374675861423,6197,24273428028,1201000000,1800000000,0.0008878707885742,0.0013370513916015
375004999381,0,70600359027,1201000000,1210000000,0.0016689300537109,0.001535415649414
330587138493,418,24273428028,1201000000,1800000000,0.082275390625,0.017578125
330587233025,356,55052448740,1201000000,1500000000,0.107177734375,0.021331787109375
372382526837,16,73747862670,1201000000,1800000000,0.0899658203125,0.0111846923828125
374780791765,277,4459153593,1201000000,1800000000,0.0177001953125,0.0172119140625
330587233025,621,53819601013,1201000000,1500000000,0.146240234375,0.015380859375
330587303641,49,104791294516,1201000000,1206000000,0.0002765655517578,7.915496826171875e-05
374780801778,335,23624543364,1201000000,1800000000,0.141845703125,0.011749267578125
374676035973,3610,23621129089,1201000000,1800000000,0.0045013427734375,0.0010261535644531
330587222908,537,35970848854,1201000000,1213000000,0.0019359588623046,0.0008611679077148
330587170473,273,24274894286,1201000000,1800000000,0.07666015625,0.02093505859375
375004992636,0,92072773455,1201000000,1209000000,0.003265380859375,0.0016212463378906
330587220407,555,53819601013,1201000000,1505000000,0.1021728515625,0.0189208984375
374675956470,4429,24273428028,1201000000,1800000000,0.001321792602539,0.0010280609130859
374911141136,1436,3094292514,1201000000,1374000000,0.0068511962890625,0.0003128051757812
374675861423,4037,88409069898,1201000000,1800000000,0.0032196044921875,0.0013484954833984
330587130890,191,1579460559,1201000000,1601000000,0.0694580078125,0.010528564453125
374675861423,4013,88409069898,1201000000,1800000000,0.0030975341796875,0.00128173828125
375004988924,0,70609095181,1201000000,1207000000,0.0,0.0001726150512695
374675956470,3784,24273428028,1201000000,1800000000,0.001047134399414,0.0014553070068359
374675861423,3053,88409069898,1201000000,1800000000,0.0029487609863281,0.0012245178222656
360940137080,388,55052448740,1201000000,1242000000,0.02142333984375,0.00592041015625
104894341832,2,68665583694,1201000000,1800000000,0.0380859375,0.0018062591552734
374860215787,43,360425813443,1201000000,1202000000,0.0,0.0003995895385742
374911141136,1429,102893768923,1201000000,1385000000,0.006622314453125,0.0003690719604492
128381343012,989,86286350848,1201000000,1202000000,0.0007848739624023,4.57763671875e-05
330587222908,84,92152625154,1201000000,1207000000,0.0003747940063476,7.43865966796875e-05
330587167972,438,21841727,1201000000,1800000000,0.0875244140625,0.018035888671875
330587150465,494,335683566816,1201000000,1800000000,0.167236328125,0.0106964111328125
374471436665,12,374585344489,1201000000,1209000000,0.0013465881347656,0.00616455078125
375004988941,0,86189850177,1201000000,1206000000,0.0,0.0022354125976562
375007002965,0,32428661,1201000000,1202000000,0.0,0.0004739761352539
330587207427,356,53771542298,1201000000,1503000000,0.026763916015625,0.0059432983398437
374860215787,76,66703270262,1201000000,1202000000,0.0,0.0004148483276367
330587220407,499,55052448740,1201000000,1500000000,0.175537109375,0.0201416015625
248827132312,1,92100018153,1202000000,1205000000,0.0003042221069335,0.0001430511474609
358887942275,440,1128691100,1202000000,1203000000,0.0,1.71661376953125e-05
358741519657,769,24173391036,1202000000,1218000000,0.0023880004882812,0.0008525848388671
374675861423,6205,3092453683,1202000000,1800000000,0.0006704330444335,0.0012626647949218
358887942275,206,259065338485,1202000000,1800000000,0.177978515625,0.0018424987792968
330587209928,279,24272669406,1202000000,1209000000,0.0003852844238281,8.296966552734375e-05
374860215787,46,23748874968,1202000000,1205000000,0.0,0.0004100799560546
358887942275,215,1128334674,1202000000,1205000000,0.0005350112915039,2.002716064453125e-05
276507686897,42,92042173389,1202000000,1207000000,0.0022697448730468,0.001260757446289
375000720723,0,104790859131,1202000000,1204000000,0.0001678466796875,4.57763671875e-05
276507686897,54,1579722459,1202000000,1229000000,0.0053558349609375,0.0011730194091796
374780805995,1469,53767373293,1202000000,1207000000,0.0048294067382812,0.0002326965332031
358887942275,103,350700555147,1202000000,1800000000,0.0711669921875,0.0016231536865234
330587110827,356,21242380,1202000000,1204000000,0.0,0.0001144409179687
280881358282,1019,68668153187,1202000000,1800000000,0.638671875,0.004425048828125
374911141136,469,1377350472,1202000000,1382000000,0.0038185119628906,0.0007247924804687
330587204926,697,224032080418,1202000000,1800000000,0.0863037109375,0.02239990234375
330587160469,44,70529546307,1202000000,1204000000,9.5367431640625e-07,
374998574688,146,21389242,1202000000,1800000000,0.0037689208984375,0.001129150390625
330587207427,133,71969689680,1202000000,1211000000,0.000314712524414,9.5367431640625e-07
358887942275,399,71971507649,1202000000,1800000000,0.0467529296875,0.0018501281738281
374911141136,719,70550628060,1202000000,1217000000,0.0043487548828125,0.0004730224609375
330587207427,665,92152625154,1202000000,1206000000,0.0002565383911132,9.5367431640625e-07
330587135936,161,88409069898,1202000000,1800000000,0.0836181640625,0.0089569091796875
358887942275,234,9579465079,1202000000,1800000000,0.05401611328125,0.0017948150634765
374780813300,255,23621165290,1202000000,1453000000,0.05902099609375,0.0120086669921875
375007011573,0,86189850177,1202000000,1280000000,0.149658203125,0.0022468566894531
375007011571,0,86195366031,1202000000,1261000000,0.129638671875,0.0018444061279296
372961222756,67,92037160696,1202000000,1800000000,0.029449462890625,0.0034637451171875
358887942275,154,72027208693,1202000000,1207000000,0.0004644393920898,0.0001659393310546
375007011569,0,92073763944,1202000000,1296000000,0.187255859375,0.0024528503417968
374909856633,462,23748874968,1202000000,1205000000,0.0,0.0001792907714843
330587110827,699,289058534987,1202000000,1800000000,0.1192626953125,0.02142333984375
374909862629,2,102892828004,1202000000,1204000000,0.0,0.0004396438598632
330587170473,105,53772267846,1202000000,1205000000,1.9073486328125e-06,0.0001068115234375
348020181297,0,97308097335,1202000000,1218000000,0.010833740234375,0.0002946853637695
330587130890,657,23624555097,1202000000,1800000000,0.14599609375,0.01959228515625
374675861423,4789,21389242,1202000000,1800000000,0.0006771087646484,0.0012989044189453
348020181279,6,21375657,1202000000,1222000000,0.0056838989257812,0.000406265258789
348020181279,2,124330977828,1202000000,1205000000,0.0003242492675781,5.53131103515625e-05
374675861423,4747,21389242,1202000000,1800000000,0.000680923461914,0.0012989044189453
374675861423,4745,21389242,1202000000,1800000000,0.0007553100585937,0.0013351440429687
374675861423,4693,21389242,1202000000,1800000000,0.0007123947143554,0.0013256072998046
375007003476,0,92125612559,1202000000,1207000000,0.0024681091308593,0.0011253356933593
346018572754,92,86185237443,1202000000,1566000000,0.00982666015625,0.0011501312255859
374675861423,4501,21389242,1202000000,1800000000,0.0008344650268554,0.0013008117675781
374780791765,195,21399561,1202000000,1800000000,0.05340576171875,0.0152130126953125
374909856633,1162,373215911542,1202000000,1205000000,0.0002918243408203,0.000436782836914
330587167972,183,21399561,1202000000,1800000000,0.13134765625,0.018585205078125
330587118384,573,23746263431,1202000000,1800000000,0.0755615234375,0.01983642578125
374909856633,1107,35882139265,1202000000,1203000000,0.0,9.059906005859376e-05
374909856633,866,104792458302,1202000000,1206000000,0.0006933212280273,0.0005836486816406
374675861423,3699,53772267846,1202000000,1800000000,0.0012664794921875,0.0014247894287109
330587120885,239,24273079095,1202000000,1800000000,0.068603515625,0.024658203125
330587120885,278,334588405431,1202000000,1800000000,0.095947265625,0.023651123046875
374909856633,195,104792404000,1202000000,1215000000,0.0027580261230468,0.0012321472167968
375007009264,0,86197574044,1202000000,1254000000,0.0877685546875,0.0018825531005859
330587133435,76,24274426011,1202000000,1800000000,0.009674072265625,0.00518798828125
374780821309,1856,9579310242,1202000000,1800000000,0.1630859375,0.018218994140625
358682264048,4,24309935,1202000000,1218000000,0.012420654296875,0.0004587173461914
348020181306,2,23624303979,1202000000,1252000000,0.0140228271484375,0.0004758834838867
330587123387,292,345111144299,1202000000,1800000000,0.203369140625,0.022216796875
374676035973,1005,4649685235,1202000000,1800000000,0.007537841796875,0.0014591217041015
99498777690,43,82402485595,1202000000,1204000000,0.0,1.430511474609375e-05
330587274558,666,23744499478,1202000000,1207000000,0.0002698898315429,0.0
330587113342,41,3092453683,1202000000,1204000000,0.0,2.384185791015625e-05
374676035973,3967,85497379386,1202000000,1800000000,0.0091094970703125,0.0012035369873046
330587113342,101,21239050,1202000000,1800000000,0.070556640625,0.02252197265625
98263155145,0,70609645474,1202000000,1205000000,0.0006418228149414,0.0006895065307617
330587113342,409,92143002575,1202000000,1204000000,9.5367431640625e-07,0.0003080368041992
330587133435,693,70530557840,1202000000,1577000000,0.0640869140625,
330587130890,11,1712846976,1202000000,1274000000,0.0156097412109375,0.000955581665039
330587274558,340,88409069898,1202000000,1204000000,4.9591064453125e-05,9.5367431640625e-07
374911141136,96,55049858260,1202000000,1205000000,0.0002622604370117,1.239776611328125e-05
330587216405,6,289070946527,1202000000,1220000000,0.0003767013549804,0.0006179809570312
330587303641,258,23621187008,1202000000,1212000000,0.008941650390625,0.0001716613769531
348725139763,0,1579503358,1202000000,1205000000,0.0003337860107421,0.0005483627319335
330587303641,408,92152625154,1202000000,1800000000,0.0294189453125,0.0023155212402343
330587115883,223,53774000615,1202000000,1800000000,0.10693359375,0.022705078125
374911141136,40,289070946527,1202000000,1203000000,0.0,0.000152587890625
330587272057,409,92143002575,1202000000,1203000000,0.0,9.5367431640625e-07
330587303641,658,24272603259,1202000000,1800000000,0.018035888671875,0.0020751953125
330587204926,92,92152625154,1202000000,1206000000,0.0002336502075195,9.5367431640625e-07
348306754648,3,346991211285,1202000000,1204000000,0.0,0.0001726150512695
330587204926,58,359648701638,1202000000,1800000000,0.008575439453125,0.0032310485839843
335406133459,0,92002687600,1202000000,1242000000,0.017181396484375,0.0010433197021484
374909843101,73,1376335586,1202000000,1207000000,0.0003938674926757,8.58306884765625e-06
374675861423,6129,3092453683,1202000000,1800000000,0.03973388671875,0.00433349609375
330587267055,211,96914756157,1202000000,1800000000,0.19921875,0.01580810546875
358887942275,155,92162835965,1202000000,1206000000,0.0005521774291992,2.47955322265625e-05
374911141136,690,35970950920,1202000000,1206000000,0.000197410583496,0.0001478195190429
374471438640,174,374220821115,1202000000,1204000000,0.0008411407470703,9.5367431640625e-05
374911141136,887,21361385,1202000000,1206000000,1.33514404296875e-05,9.5367431640625e-07
374911141136,1421,21352504,1202000000,1372000000,0.0052490234375,0.0004119873046875
374911141136,1420,159574354219,1202000000,1303000000,0.00762939453125,0.0005083084106445
374911141136,1419,2958264232,1202000000,1800000000,0.0037651062011718,0.0005426406860351
374911141136,1417,92035050287,1202000000,1444000000,0.0039901733398437,0.0005950927734375
330587238433,665,104791355585,1202000000,1213000000,0.000929832458496,0.0006332397460937
374911141136,931,102984342597,1202000000,1205000000,0.0003042221069335,1.430511474609375e-05
330587135936,448,62156456,1202000000,1800000000,0.117431640625,0.017181396484375
330587141000,675,102893299824,1202000000,1800000000,0.1102294921875,0.0099639892578125
330587238433,431,36053696342,1202000000,1220000000,0.0071640014648437,0.0009136199951171
39516997747,1785,50803015991,1202000000,1800000000,0.0037612915039062,0.0001354217529296
374911141136,1240,87976653382,1202000000,1276000000,0.0054779052734375,0.0004787445068359
330587108283,696,91993340682,1202000000,1646000000,0.1019287109375,0.024383544921875
374471491589,150,104792458302,1202000000,1204000000,0.0,0.0001001358032226
359911447365,975,74461641157,1202000000,1800000000,0.04095458984375,0.0088958740234375
374471491589,75,250619294093,1202000000,1438000000,0.0068740844726562,0.0009422302246093
374911141136,1057,22784754,1202000000,1203000000,0.0,6.67572021484375e-06
330587217906,470,23624518913,1202000000,1207000000,0.0004243850708007,9.5367431640625e-07
374471491589,2,33687144565,1202000000,1367000000,0.0039901733398437,0.0009269714355468
374471491412,447,12748657929,1202000000,1206000000,0.0006093978881835,0.0003700256347656
88637224915,92,1578283563,1202000000,1204000000,0.0,1.71661376953125e-05
360229371640,7,23621183237,1202000000,1218000000,0.0062103271484375,0.00030517578125
375002862400,106,74472327133,1202000000,1800000000,0.005340576171875,0.0009622573852539
375003906179,0,348128035855,1202000000,1205000000,0.0003538131713867,2.384185791015625e-05
330587150465,561,21297603,1202000000,1800000000,0.0443115234375,0.0105743408203125
330587220407,458,1578834813,1202000000,1800000000,0.03436279296875,0.009124755859375
330587150465,271,24273428028,1202000000,1800000000,0.215087890625,0.0126800537109375
330587220407,392,24270899482,1202000000,1204000000,0.0,1.9073486328125e-06
330587222908,581,143921344163,1202000000,1204000000,0.0,9.5367431640625e-07
99508176891,1,92110985551,1202000000,1232000000,0.0108642578125,0.0016098022460937
330587138493,361,23624519542,1202000000,1800000000,0.1072998046875,0.02032470703125
330587230524,288,938906596,1202000000,1216000000,0.0008211135864257,0.0006303787231445
330587230524,679,93517468256,1202000000,1217000000,0.0025672912597656,0.0008678436279296
39516997747,1890,1579921700,1202000000,1800000000,0.00274658203125,0.0001411437988281
330587128389,513,35971013270,1202000000,1800000000,0.092041015625,0.020751953125
374676035973,1324,1375388647,1203000000,1800000000,0.006195068359375,0.0015583038330078
330587115883,671,573273821,1203000000,1286000000,0.01654052734375,0.000950813293457
374860215787,3,70525363550,1203000000,1266000000,0.001779556274414,0.001556396484375
374909862629,107,104811049964,1203000000,1207000000,0.0013809204101562,9.632110595703124e-05
348020181306,5,92064780686,1203000000,1206000000,0.0003223419189453,8.487701416015625e-05
301297312669,0,70342158217,1203000000,1228000000,0.01617431640625,0.0010890960693359
320180842771,10,1461489474,1203000000,1206000000,0.0012035369873046,5.7220458984375e-06
374909850918,45,108924091566,1203000000,1753000000,0.0048751831054687,0.000558853149414
374909862629,159,104792344438,1203000000,1207000000,0.0004796981811523,9.5367431640625e-05
300125081705,1,250619353318,1203000000,1222000000,0.016326904296875,0.001047134399414
39516997747,1862,12748657929,1203000000,1207000000,0.0006990432739257,0.0001783370971679
330587115883,434,24272911781,1203000000,1800000000,0.248046875,0.02099609375
374860215787,22,71847134272,1203000000,1269000000,0.0012969970703125,0.0015144348144531
330587115883,272,9579310242,1203000000,1752000000,0.088623046875,0.00970458984375
84847985651,0,70609174490,1203000000,1228000000,0.0038719177246093,0.0001354217529296
374471402490,1,4451435505,1203000000,1214000000,0.0050125122070312,0.0032691955566406
319945203477,49,1579503360,1203000000,1207000000,0.0011920928955078,7.05718994140625e-05
330587141000,696,102893244770,1203000000,1800000000,0.18505859375,0.023162841796875
330587220407,1,70551104365,1203000000,1259000000,0.01837158203125,0.0006561279296875
374911141136,77,92037662477,1203000000,1209000000,0.0002651214599609,9.5367431640625e-06
375007013205,0,91998518921,1203000000,1261000000,0.1046142578125,0.0018863677978515
374471491412,328,12748657929,1203000000,1207000000,0.000157356262207,7.2479248046875e-05
330587220407,460,35892196426,1203000000,1218000000,0.0020713806152343,0.0007696151733398
330587238433,602,89877622098,1203000000,1800000000,0.15087890625,0.0146026611328125
375007012476,0,92102530350,1203000000,1236000000,0.0149688720703125,0.0010833740234375
98263155145,2,92078192138,1203000000,1229000000,0.0078277587890625,0.0016078948974609
330587147960,692,1579722617,1203000000,1800000000,0.0869140625,0.0203857421875
374860215787,55,2059411610,1203000000,1205000000,0.0,0.000406265258789
330587113342,285,24274894286,1203000000,1800000000,0.161376953125,0.022491455078125
330587128389,392,24270899482,1203000000,1205000000,0.0,0.0001230239868164
330587207427,162,102979795647,1203000000,1800000000,0.09130859375,0.02056884765625
330587165471,136,22620985,1203000000,1800000000,0.06640625,0.0124053955078125
374909861940,1,12748657929,1203000000,1207000000,0.0,7.62939453125e-06
348020181297,4,1128625414,1203000000,1207000000,0.0004854202270507,0.0001020431518554
374911141136,1435,3092211118,1203000000,1800000000,0.003936767578125,0.0004425048828125
330587167972,192,24273290464,1203000000,1800000000,0.0687255859375,0.017852783203125
374911141136,1432,2960952017,1203000000,1449000000,0.0048599243164062,0.0004348754882812
374911141136,1430,92174536024,1203000000,1246000000,0.0091094970703125,0.0007638931274414
374909856633,279,104791967256,1203000000,1205000000,0.0008211135864257,0.0002021789550781
330587167972,10,250621934470,1203000000,1205000000,1.9073486328125e-06,1.049041748046875e-05
330587120885,502,53766722917,1203000000,1800000000,0.0999755859375,0.01910400390625
320180842771,15,151929015,1203000000,1208000000,0.0001544952392578,6.198883056640625e-05
374909856633,571,36743372810,1203000000,1800000000,0.0100250244140625,0.0009746551513671
99498777690,44,91993732739,1203000000,1204000000,0.0,1.71661376953125e-05
375004990003,0,92044810499,1203000000,1211000000,0.0034523010253906,0.0016860961914062
374780791765,1969,24275409567,1203000000,1699000000,0.081298828125,0.0127716064453125
372382526837,521,1579782933,1203000000,1215000000,0.0002479553222656,9.5367431640625e-07
374998193417,130,159596203493,1203000000,1800000000,0.0015830993652343,0.0012035369873046
374675861423,6294,22620985,1203000000,1800000000,0.0009698867797851,0.0012168884277343
374911141136,1401,33687501537,1203000000,1800000000,0.0063629150390625,0.0006113052368164
330587118384,690,55047370285,1203000000,1800000000,0.091552734375,0.023406982421875
348020181297,1,265639635884,1203000000,1213000000,0.0056076049804687,0.0002593994140625
330587141000,670,55047370285,1203000000,1800000000,0.09033203125,0.01702880859375
360937293427,2,72035837995,1203000000,1800000000,0.0038108825683593,0.0003700256347656
362996470488,270,24273463182,1203000000,1211000000,0.0008020401000976,6.67572021484375e-05
374675879196,293,938980718,1203000000,1800000000,0.01611328125,0.0011482238769531
330587108283,418,21389242,1203000000,1800000000,0.0965576171875,0.024566650390625
374471436665,6,23744544363,1203000000,1205000000,8.296966552734375e-05,0.0001840591430664
348020181279,4,23624317799,1203000000,1206000000,0.0002737045288085,6.866455078125e-05
374909859791,159,104811049964,1203000000,1206000000,0.0010700225830078,1.811981201171875e-05
374471438640,397,96913770368,1203000000,1205000000,0.0,0.0004043579101562
330587141000,581,143921344163,1203000000,1205000000,1.9073486328125e-06,0.0001401901245117
330587165471,391,92177060647,1203000000,1595000000,0.081787109375,0.012054443359375
330587118384,336,102892609302,1203000000,1325000000,0.02191162109375,0.0032234191894531
374909856633,1103,363995027666,1203000000,1206000000,0.0003070831298828,9.250640869140624e-05
375004985099,1,92064780685,1203000000,1213000000,0.0,0.0006561279296875
375004985099,0,92050489863,1203000000,1211000000,0.0039901733398437,0.0016021728515625
375003899256,150,82402091924,1203000000,1798000000,0.0131072998046875,0.0009841918945312
374911141136,530,24290057413,1203000000,1205000000,1.9073486328125e-05,8.58306884765625e-06
375003906246,0,70609779859,1203000000,1206000000,0.0003042221069335,0.000126838684082
374911141136,481,21549937,1203000000,1207000000,0.0002326965332031,9.5367431640625e-06
375003906250,0,70773916889,1203000000,1207000000,0.0006294250488281,0.0001220703125
330587147960,340,88409069898,1203000000,1206000000,9.5367431640625e-07,0.0001049041748046
290472883208,0,92130754153,1203000000,1219000000,0.0123138427734375,0.000554084777832
330587110827,249,373223678858,1203000000,1800000000,0.0855712890625,0.0185546875
358887942275,167,44633438918,1203000000,1800000000,0.05126953125,0.0017814636230468
330587217906,131,33150718567,1203000000,1263000000,0.014251708984375,0.0006389617919921
